Sale Identifier,Date,Book Title,Quantity,Unit Price,Total Price
708,2024-08-08,Thrive,2,33.69,67.38
709,2025-06-13,Getting the Love You Want,2,47.61,95.22
709,2021-12-17,Killing Floor,1,37.5,37.5
709,2025-12-03,The Lean Startup,1,44.68,44.68
710,2023-12-05,Between the World and Me,1,41.73,41.73
711,2020-07-02,Team Human,3,39.77,119.31
712,2020-02-24,Meditations,3,36.69,110.07
712,2025-07-31,The Prince,2,41.13,82.26
712,2020-04-04,The Little Book of Market Myths,2,12.46,24.92
712,2024-05-15,Crime and Punishment,2,34.14,68.28
713,2025-06-26,Common Stocks and Uncommon Profits,2,25.36,50.72
714,2019-08-09,The Effective Executive,3,23.15,69.45
715,2025-07-29,The Thin Man,2,36.79,73.58
716,2019-06-10,The Day of the Triffids,2,37.08,74.16
716,2025-01-23,Mindset: The New Psychology of Success,1,48.48,48.48
716,2024-11-29,Distracted: The Erosion of Attention and the Coming Dark Age,3,45.45,136.35
717,2025-10-10,Mindset: The New Psychology of Success,3,47.01,141.03
718,2024-10-01,Love's Executioner,3,20.96,62.88
719,2021-12-02,Everything Is F*cked: A Book About Hope,3,16.35,49.05
720,2025-12-15,Silent Spring,1,30.8,30.8
720,2024-01-17,And Then There Were None,2,36.01,72.02
721,2020-06-27,How I Lost Money in Real Estate Before It Ever Had a Chance to Lose Mine,2,37.31,74.62
722,2023-02-15,Silent Spring,1,19.48,19.48
723,2024-01-17,The Lord of the Rings,3,11.55,34.65
724,2021-02-27,Stumbling on Happiness,1,41.19,41.19
724,2024-06-30,The State of Affairs,1,23.64,23.64
724,2022-03-12,My Life on the Road,2,17.66,35.32
725,2023-09-01,A Liberated Mind: How to Pivot Toward What Truly Matters,3,38.53,115.59
726,2022-04-25,Manufacturing Consent,3,27.74,83.22
727,2025-12-26,Leadership in Turbulent Times,1,14.05,14.05
728,2020-01-15,A Liberated Mind: How to Pivot Toward What Truly Matters,1,13.43,13.43
729,2020-07-22,The Dispossessed,1,29.39,29.39
729,2019-11-20,Broke Millennial Takes On Investing,2,36.14,72.28
730,2020-11-14,Wired for Love,2,36.04,72.08
731,2025-05-19,The Undercover Economist,1,19.27,19.27
732,2024-07-14,The Prophet,2,22.97,45.94
733,2021-06-21,Why We Sleep,1,24.64,24.64
734,2021-04-12,The Seven Spiritual Laws of Success,1,15.84,15.84
734,2022-01-26,History of the Peloponnesian War,1,47.22,47.22
734,2020-02-15,Tao Te Ching,3,33.95,101.85
734,2019-03-29,The Notebook,1,39.81,39.81
734,2022-08-29,Dracula,2,28.44,56.88
735,2022-12-20,Neuromancer,1,29.56,29.56
735,2024-06-03,Lab Girl,3,47.98,143.94
736,2024-07-17,Tao Te Ching,2,19.96,39.92
736,2025-09-21,A Promised Land,2,30.41,60.82
736,2023-07-19,The Polyvagal Theory in Therapy,1,18.49,18.49
736,2024-12-18,Man's Search for Meaning,1,29.62,29.62
737,2020-02-26,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,1,49.47,49.47
738,2024-03-30,How I Lost Money in Real Estate Before It Ever Had a Chance to Lose Mine,2,33.46,66.92
738,2020-04-28,Astrophysics for People in a Hurry,2,36.81,73.62
738,2023-08-03,Dark Matter,2,13.42,26.84
738,2021-06-25,The Caves of Steel,2,35.17,70.34
738,2025-10-09,Strangers on a Train,1,45.88,45.88
738,2023-05-22,The Great Derangement: Climate Change and the Unthinkable,1,39.23,39.23
738,2024-11-22,Option B,3,47.61,142.83
738,2023-06-03,The Total Money Makeover,1,39.63,39.63
739,2021-02-11,Broke Millennial Takes On Investing,1,43.72,43.72
739,2021-12-12,Sharp Objects,2,14.01,28.02
739,2025-08-01,Orientalism,3,17.1,51.3
739,2024-01-05,Gender Trouble,3,40.39,121.17
740,2021-10-21,Money Master the Game,2,48.45,96.9
741,2019-08-27,The Price of Inequality,2,21.79,43.58
741,2020-09-10,Snow Crash,1,16.14,16.14
741,2019-05-23,The Cashflow Quadrant,2,24.84,49.68
741,2019-01-27,Mythos,1,46.01,46.01
742,2022-10-26,Twenty Thousand Leagues Under the Seas,1,25.3,25.3
742,2019-12-15,Influence: The Psychology of Persuasion,2,39.43,78.86
742,2021-09-07,The Thin Man,1,21.57,21.57
743,2020-02-21,Big Little Lies,1,38.85,38.85
744,2021-10-20,The Seven Spiritual Laws of Success,1,18.56,18.56
745,2024-03-25,Dead Wake,3,48.45,145.35
745,2025-06-22,Peace Is Every Step,1,18.21,18.21
746,2025-11-20,The Year of Less,2,40.66,81.32
746,2019-06-01,Codependent No More,1,15.7,15.7
746,2020-05-01,"Richer, Wiser, Happier",1,39.29,39.29
746,2021-04-01,On War,2,26.37,52.74
747,2021-12-18,Never Let Me Go,1,39.62,39.62
747,2019-02-14,Cover Her Face,2,11.23,22.46
748,2021-02-27,The Day of the Triffids,2,37.59,75.18
748,2024-04-25,Complex PTSD: From Surviving to Thriving,3,45.66,136.98
748,2023-07-30,The Divide: A Brief Guide to Global Inequality and its Solutions,2,38.7,77.4
748,2024-12-23,Analects,2,31.28,62.56
749,2022-07-03,Shoe Dog,2,21.51,43.02
750,2019-11-25,Afford Anything,3,28.83,86.49
751,2025-03-04,In Catastrophic Times: Resisting the Coming Barbarism,2,28.0,56.0
752,2020-09-18,The Children of Men,3,43.02,129.06
753,2025-06-02,Gender Trouble,1,30.81,30.81
754,2020-12-13,Financial Literacy for Beginners,3,42.45,127.35
754,2025-01-24,Security Analysis,3,35.05,105.15
754,2025-03-17,In the Meantime,2,13.02,26.04
755,2022-06-25,The Cashflow Quadrant,3,33.78,101.34
756,2021-06-03,Principles for Dealing with the Changing World Order,1,45.35,45.35
756,2020-08-07,The Great Derangement: Climate Change and the Unthinkable,3,28.49,85.47
757,2022-03-24,Dracula,3,48.5,145.5
758,2025-06-07,In Catastrophic Times: Resisting the Coming Barbarism,2,48.66,97.32
759,2020-06-15,On Tyranny,3,42.13,126.39
759,2024-04-17,World Without Mind: The Existential Threat of Big Tech,3,17.38,52.14
760,2020-06-25,Mating in Captivity,3,44.33,132.99
761,2022-04-16,The Total Money Makeover,3,28.4,85.2
762,2019-12-28,Crime and Punishment,3,42.43,127.29
762,2022-02-21,The 9 Steps to Financial Freedom,1,38.98,38.98
762,2021-07-02,Stolen Focus: Why You Can't Pay Attention—and How to Think Deeply Again,1,23.51,23.51
762,2022-11-27,The 5 Love Languages,3,18.2,54.6
763,2022-10-22,Alexander Hamilton,3,19.59,58.77
763,2021-08-20,Childhood's End,3,12.14,36.42
763,2023-12-08,Snow Crash,3,18.19,54.57
763,2025-08-02,Irrational Exuberance,1,16.84,16.84
763,2025-05-27,Complications,2,28.34,56.68
763,2021-04-11,Greenlights,1,32.54,32.54
764,2021-12-15,Packing for Mars,1,33.28,33.28
764,2025-05-27,The Haunting of Hill House,2,43.14,86.28
765,2020-11-19,Codependent No More,3,10.59,31.77
766,2024-08-10,The 4-Hour Workweek,1,16.13,16.13
766,2022-05-04,No One Is Too Small to Make a Difference,3,31.91,95.73
766,2024-10-11,Good to Great,3,42.66,127.98
767,2024-08-26,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,3,41.31,123.93
768,2020-07-20,The Prince,2,19.3,38.6
768,2024-04-25,Desert Solitaire,2,41.51,83.02
769,2022-07-14,The Alchemist,1,35.23,35.23
770,2025-10-04,A Life on Our Planet,2,34.83,69.66
771,2021-11-20,We Are Displaced,2,40.73,81.46
771,2024-03-07,The Clash of Civilizations and the Remaking of World Order,1,14.66,14.66
771,2022-10-26,Outlive: The Science & Art of Longevity,1,13.17,13.17
772,2020-08-15,The Millionaire Next Door,1,22.39,22.39
773,2020-02-18,The Post-American World,3,26.75,80.25
774,2022-08-21,On War,2,10.87,21.74
775,2025-12-10,The Clash of Civilizations and the Remaking of World Order,3,25.37,76.11
776,2019-03-06,Underland,1,10.11,10.11
776,2021-06-02,Good to Great,1,20.76,20.76
777,2020-06-06,The Shallows: What the Internet Is Doing to Our Brains,3,20.63,61.89
778,2025-10-10,Steve Jobs,3,23.71,71.13
779,2025-02-25,Rachel's Holiday,1,15.04,15.04
780,2020-11-23,A New Earth,1,33.25,33.25
781,2020-09-14,Mythos,1,23.05,23.05
782,2024-01-27,Your Money or Your Life,1,44.38,44.38
783,2020-12-09,Moneyball,3,37.32,111.96
783,2024-05-13,Grit: The Power of Passion and Perseverance,1,36.28,36.28
783,2022-08-18,The Divide: A Brief Guide to Global Inequality and its Solutions,3,43.24,129.72
783,2023-03-30,Small Is Beautiful,2,43.34,86.68
783,2019-02-28,Peace Is Every Step,1,27.81,27.81
783,2025-09-20,Influence: The Psychology of Persuasion,3,43.39,130.17
784,2021-07-10,Steve Jobs,1,44.88,44.88
785,2023-01-07,Brave New World,1,39.02,39.02
785,2024-07-07,Unbound: My Story of Liberation and the Birth of the Me Too Movement,2,26.23,52.46
786,2024-12-04,Harry Potter and the Chamber of Secrets,1,32.43,32.43
787,2022-08-15,Alone Together,2,49.73,99.46
788,2024-02-28,Quiet: The Power of Introverts in a World That Can't Stop Talking,2,30.12,60.24
789,2022-02-27,Gender Trouble,2,49.73,99.46
790,2025-07-14,Soft Power,3,37.87,113.61
790,2023-04-13,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,2,48.77,97.54
790,2021-04-15,The Innovator's Dilemma,2,28.67,57.34
791,2019-01-03,The Elements of Style,1,41.91,41.91
792,2020-03-10,The Value of Everything: Making and Taking in the Global Economy,2,22.81,45.62
792,2025-11-04,The Divide: A Brief Guide to Global Inequality and its Solutions,1,12.83,12.83
793,2022-03-25,"Richer, Wiser, Happier",2,25.94,51.88
793,2019-08-28,Connectography,2,10.54,21.08
794,2021-12-15,The Willpower Instinct,3,13.55,40.65
795,2023-09-01,The Martian,1,28.04,28.04
795,2024-09-03,The Woman in Cabin 10,2,35.56,71.12
795,2025-05-25,Born a Crime,2,33.58,67.16
795,2023-12-26,Get Good with Money,3,37.84,113.52
796,2021-11-30,The Battle for Paradise: Puerto Rico Stays Strong,1,28.35,28.35
796,2023-12-14,On Tyranny,3,34.9,104.7
796,2019-11-17,On Writing Well,1,27.3,27.3
797,2023-03-06,One Hundred Years of Solitude,2,20.86,41.72
798,2025-10-14,Manufacturing Consent,1,12.31,12.31
798,2020-07-30,The Way of Kings,2,30.76,61.52
798,2020-11-10,Getting the Love You Want,1,14.85,14.85
798,2024-11-25,The New Jim Crow,1,27.53,27.53
799,2019-02-15,The Polyvagal Theory in Therapy,2,41.05,82.1
799,2023-08-27,Verity,2,44.66,89.32
800,2020-09-19,A Walk to Remember,3,32.95,98.85
800,2019-08-27,The Financial Diet,2,29.52,59.04
801,2022-01-30,The Divide: A Brief Guide to Global Inequality and its Solutions,1,35.67,35.67
801,2020-11-06,Love's Executioner,2,11.63,23.26
802,2023-08-02,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,3,46.3,138.9
803,2019-08-14,Too Big to Fail,3,45.2,135.6
803,2023-06-24,12 Rules for Life,1,23.17,23.17
804,2021-03-12,"Set Boundaries, Find Peace",2,28.31,56.62
805,2023-03-17,Tinker Tailor Soldier Spy,1,45.98,45.98
806,2019-03-07,Us vs Them: The Failure of Globalism,3,35.87,107.61
807,2019-05-14,"Set Boundaries, Find Peace",2,36.01,72.02
808,2022-06-06,The Clash of Civilizations and the Remaking of World Order,1,42.87,42.87
809,2024-12-09,A Scanner Darkly,2,39.55,79.1
810,2020-02-27,Soft Power,3,22.32,66.96
810,2019-12-06,Leaders Eat Last,1,20.88,20.88
811,2021-07-29,Misery,2,18.12,36.24
811,2020-01-30,Alexander Hamilton,3,12.95,38.85
811,2020-02-13,The Little Book of Common Sense Investing,1,20.63,20.63
812,2021-08-18,The Sixth Extinction,1,18.64,18.64
813,2019-12-06,Brave New World,1,11.5,11.5
814,2022-06-26,Who Owns the Future?,3,21.05,63.15
814,2024-06-08,The Matarese Circle,3,24.33,72.99
815,2022-08-21,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,2,36.92,73.84
815,2019-05-09,The Big Sleep,3,25.03,75.09
816,2024-08-16,"Gone, Baby, Gone",1,16.92,16.92
817,2019-06-05,Good and Mad: The Revolutionary Power of Women's Anger,2,23.76,47.52
817,2019-03-30,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,2,18.34,36.68
817,2020-09-02,On War,2,18.75,37.5
817,2022-03-06,The Republic,3,20.45,61.35
817,2021-05-16,Outlive: The Science & Art of Longevity,1,37.42,37.42
817,2025-04-20,I'm Glad My Mom Died,1,49.7,49.7
818,2023-07-02,Greenlights,2,34.02,68.04
818,2022-07-23,I'm Glad My Mom Died,2,47.81,95.62
818,2021-07-01,Freakonomics,2,20.64,41.28
819,2022-02-05,Orientalism,2,23.72,47.44
820,2022-12-02,Frankenstein,1,46.2,46.2
820,2020-03-28,The Haunting of Hill House,3,12.88,38.64
820,2020-11-15,"Richer, Wiser, Happier",3,14.53,43.59
820,2024-12-03,Antifragile,3,17.82,53.46
821,2024-01-28,Titan: The Life of John D. Rockefeller,1,40.6,40.6
822,2023-09-28,When Genius Failed,3,49.35,148.05
823,2022-09-29,Option B,3,24.5,73.5
824,2023-10-14,Connectography,1,20.06,20.06
825,2020-04-30,Verity,3,32.51,97.53
826,2020-08-27,How to Break Up with Your Phone,2,21.89,43.78
826,2020-08-22,Born a Crime,2,16.0,32.0
827,2021-03-21,Sharp Objects,1,49.45,49.45
827,2024-11-21,Dark Matter,2,19.59,39.18
828,2019-04-24,The Old Ways,1,15.16,15.16
828,2023-06-07,The Shallows: What the Internet Is Doing to Our Brains,3,42.92,128.76
829,2022-08-16,The Effective Executive,1,10.58,10.58
830,2019-07-03,Narrative of the Life of Frederick Douglass,1,20.91,20.91
831,2023-03-14,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,2,11.78,23.56
832,2023-09-26,When Genius Failed,1,18.92,18.92
833,2022-02-16,Crime and Punishment,1,29.05,29.05
834,2022-07-04,Narrative of the Life of Frederick Douglass,1,10.22,10.22
835,2021-05-24,Quiet: The Power of Introverts in a World That Can't Stop Talking,3,33.49,100.47
836,2024-12-19,The Total Money Makeover,3,32.87,98.61
836,2024-12-13,Packing for Mars,3,42.94,128.82
836,2025-05-04,Enchiridion,2,18.52,37.04
837,2024-12-21,The Shallows: What the Internet Is Doing to Our Brains,2,15.33,30.66
837,2022-05-30,On War,1,26.54,26.54
838,2020-04-01,Falter: Has Human History Begun to End?,2,16.77,33.54
839,2025-08-11,Strangers on a Train,1,41.01,41.01
839,2021-02-02,Mistborn,2,15.5,31.0
840,2023-06-21,The Haunting of Hill House,3,16.26,48.78
841,2020-11-08,The Devil in the White City,3,30.83,92.49
842,2021-09-16,A Return to Love,1,15.59,15.59
842,2022-06-14,Misbehaving: The Making of Behavioral Economics,1,39.15,39.15
842,2024-01-12,Distracted: The Erosion of Attention and the Coming Dark Age,2,39.49,78.98
843,2024-07-17,How to Blow Up a Pipeline,3,14.81,44.43
844,2021-01-08,The Post-American World,2,37.7,75.4
845,2023-10-03,The Little Book of Market Myths,2,43.14,86.28
845,2022-02-26,The Art of Thinking Clearly,2,18.98,37.96
846,2023-11-21,Noise: A Flaw in Human Judgment,2,38.59,77.18
847,2020-09-25,Broke Millennial Takes On Investing,3,28.69,86.07
848,2024-10-02,The Time Machine,2,37.19,74.38
849,2025-06-11,Money Master the Game,2,45.92,91.84
850,2024-04-07,Nineteen Eighty-Four,1,34.87,34.87
851,2025-12-01,Greenlights,1,41.83,41.83
852,2021-02-11,Winners Take All: The Elite Charade of Changing the World,3,34.88,104.64
852,2024-03-26,The Value of Everything: Making and Taking in the Global Economy,1,12.33,12.33
853,2020-12-25,One Hundred Years of Solitude,1,37.74,37.74
854,2022-05-13,Analects,2,11.74,23.48
855,2023-01-23,Tiny Habits,3,34.47,103.41
855,2023-01-14,Alexander Hamilton,1,49.61,49.61
856,2022-02-17,Antifragile,3,23.15,69.45
856,2022-12-13,War and Peace,3,44.65,133.95
857,2024-01-28,SPQR: A History of Ancient Rome,2,13.75,27.5
858,2024-08-31,"Women, Race, & Class",2,45.04,90.08
858,2020-05-01,Selected Poems,2,31.4,62.8
859,2019-10-02,The Innovator's Dilemma,2,34.89,69.78
860,2020-01-11,Rachel's Holiday,3,18.89,56.67
860,2025-08-08,These Truths: A History of the United States,1,49.31,49.31
861,2024-01-18,Astrophysics for People in a Hurry,1,36.41,36.41
862,2019-05-30,How to Blow Up a Pipeline,2,35.96,71.92
862,2024-10-27,Alone Together,3,38.85,116.55
862,2021-10-03,The Money Masters,2,18.92,37.84
863,2025-07-07,Narrative of the Life of Frederick Douglass,3,28.14,84.42
863,2023-05-12,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,3,31.33,93.99
864,2021-09-26,The Children of Men,3,43.32,129.96
865,2024-07-22,Ubik,2,32.81,65.62
865,2024-03-17,Angels & Demons,1,15.78,15.78
866,2025-07-22,Walden,3,49.13,147.39
867,2019-09-17,This is Marketing,2,26.67,53.34
868,2024-08-03,Arctic Dreams,2,11.93,23.86
868,2025-11-15,A Random Walk Down Wall Street,3,12.36,37.08
869,2020-03-16,Us vs Them: The Failure of Globalism,1,22.61,22.61
870,2023-08-25,Too Big to Fail,1,48.92,48.92
870,2024-05-05,Humankind: A Hopeful History,1,46.01,46.01
871,2024-08-14,Stillness Is the Key,2,22.17,44.34
872,2023-10-31,Money Master the Game,1,30.94,30.94
873,2021-03-27,How to Do Nothing: Resisting the Attention Economy,2,49.37,98.74
873,2019-10-10,The Bourne Identity,2,15.37,30.74
874,2022-03-27,Capital in the Twenty-First Century,2,30.9,61.8
875,2020-02-01,The Shallows: What the Internet Is Doing to Our Brains,1,40.41,40.41
875,2020-09-16,Stamped from the Beginning,3,46.89,140.67
876,2023-04-13,Silent Spring,3,34.19,102.57
876,2025-06-28,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,3,15.04,45.12
876,2025-05-25,The Prince,3,47.71,143.13
876,2024-09-29,On Writing Well,1,42.92,42.92
877,2023-04-04,The Spy Who Came in from the Cold,2,25.92,51.84
878,2020-03-16,Mistborn,1,19.79,19.79
879,2025-02-02,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,1,42.73,42.73
879,2024-05-27,Same as Ever: A Guide to What Never Changes,3,31.87,95.61
880,2025-12-27,Hope in the Dark,2,43.29,86.58
881,2021-07-22,The Only Game in Town,2,49.74,99.48
882,2021-04-22,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,2,43.79,87.58
882,2024-11-15,The Effective Executive,1,17.78,17.78
883,2023-02-27,Selected Poems,3,20.35,61.05
884,2025-01-27,The Smartest Guys in the Room,3,27.42,82.26
884,2022-09-02,Freakonomics,1,31.05,31.05
884,2025-07-09,Agnes Grey,2,39.53,79.06
884,2019-10-11,The Shallows: What the Internet Is Doing to Our Brains,1,48.28,48.28
885,2022-07-25,Us vs Them: The Failure of Globalism,2,21.09,42.18
885,2023-08-11,Decisive: How to Make Better Choices in Life and Work,2,47.36,94.72
886,2021-08-20,Pilgrim at Tinker Creek,3,48.1,144.3
886,2023-01-14,When Genius Failed,3,37.27,111.81
886,2023-09-25,The Hunger Games,2,39.56,79.12
886,2022-01-16,The Great Derangement: Climate Change and the Unthinkable,1,25.64,25.64
887,2025-03-09,You Are a Badass at Making Money,1,17.79,17.79
888,2019-02-07,The Dispossessed,3,21.72,65.16
889,2025-09-28,Four Thousand Weeks: Time Management for Mortals,3,46.91,140.73
890,2020-04-30,Rage Becomes Her: The Power of Women's Anger,1,13.64,13.64
891,2022-06-08,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",1,48.35,48.35
891,2019-10-30,Moneyball,2,46.29,92.58
891,2023-05-11,Big Little Lies,3,35.27,105.81
891,2021-01-20,Ubik,1,17.35,17.35
891,2022-01-09,Energy and Civilization: A History,2,36.16,72.32
891,2022-04-27,Beating the Street,3,24.21,72.63
892,2023-08-23,The Alchemist,2,11.04,22.08
892,2019-09-25,Frankenstein,3,37.19,111.57
892,2025-10-28,The New Jim Crow,1,43.2,43.2
893,2021-12-17,The Only Game in Town,3,37.64,112.92
893,2019-07-08,The Elements of Style,1,10.53,10.53
893,2024-08-21,The Matarese Circle,2,14.77,29.54
893,2024-12-08,The Da Vinci Code,1,15.23,15.23
893,2019-08-14,All About Love,3,34.72,104.16
894,2021-04-04,What I Know for Sure,2,20.54,41.08
895,2021-11-13,Sense and Sensibility,2,31.92,63.84
896,2019-11-13,The Thin Man,3,16.37,49.11
897,2020-12-14,History of the Peloponnesian War,1,38.44,38.44
897,2025-02-11,Meditations,3,27.86,83.58
897,2025-07-27,Stumbling on Happiness,1,25.71,25.71
897,2024-07-23,How to Break Up with Your Phone,1,18.29,18.29
898,2023-06-06,I Will Teach You to Be Rich,1,42.96,42.96
898,2025-03-03,What Color Is Your Parachute?,1,44.29,44.29
898,2020-02-05,The Diary of a Young Girl,3,15.18,45.54
898,2020-08-09,The Prophet,2,22.33,44.66
899,2025-04-03,The Smartest Guys in the Room,3,27.0,81.0
900,2023-11-06,One Hundred Years of Solitude,1,20.67,20.67
900,2020-06-04,Bad Feminist,1,42.32,42.32
901,2024-11-03,The War of the Worlds,2,34.96,69.92
901,2023-07-31,Falter: Has Human History Begun to End?,3,30.5,91.5
901,2020-09-01,The Prophet,1,14.93,14.93
902,2025-11-18,Writing Down the Bones,3,31.94,95.82
902,2020-02-08,Just Mercy: A Story of Justice and Redemption,3,28.18,84.54
903,2019-02-25,Complex PTSD: From Surviving to Thriving,1,22.71,22.71
903,2024-06-27,Desert Solitaire,1,24.64,24.64
904,2019-06-06,Afford Anything,2,30.32,60.64
905,2023-11-12,Evicted: Poverty and Profit in the American City,2,11.4,22.8
906,2020-03-16,Ain't I a Woman?,3,14.99,44.97
907,2025-08-19,Sense and Sensibility,3,13.13,39.39
907,2024-05-22,Noise: A Flaw in Human Judgment,3,34.12,102.36
